2.38866,-9.001279,0,0
2.389577,-9.003056,0,0
2.390494,-9.004834,0,0
2.391411,-9.006611,0,0
2.392328,-9.008388,0,0
2.393245,-9.010166,0,0
2.394163,-9.011943,0,0
2.39508,-9.01372,0,0
2.395997,-9.015498,0,0
2.396914,-9.017275,0,0
2.397831,-9.019052,0,0
2.398748,-9.02083,0,0
2.399665,-9.022607,0,0
2.400582,-9.024384,0,0
2.401499,-9.026162,0,0
2.402417,-9.027939,0,0
2.403334,-9.029716,0,0
2.404251,-9.031494,0,0
2.405168,-9.033271,0,0
2.406085,-9.035048,0,0
2.407002,-9.036826,0,0
2.407919,-9.038603,0,0
2.408836,-9.04038,0,0
2.409753,-9.042158,0,0
2.41067,-9.043935,0,0
2.411588,-9.045712,0,0
2.412505,-9.04749,0,0
2.413422,-9.049267,0,0
2.414339,-9.051044,0,0
2.415256,-9.052822,0,0
2.416173,-9.054599,0,0
2.41709,-9.056376,0,0
2.418007,-9.058154,0,0
2.418924,-9.059931,0,0
2.419842,-9.061708,0,0
2.420759,-9.063486,0,0
2.421676,-9.065263,0,0
2.422593,-9.06704,0,0
2.42351,-9.068818,0,0
2.424427,-9.070595,0,0
2.425344,-9.072372,0,0
2.426261,-9.07415,0,0
2.427178,-9.075927,0,0
2.428095,-9.077704,0,0
2.429013,-9.079482,0,0
2.42993,-9.081259,0,0
2.430847,-9.083036,0,0
2.431764,-9.084814,0,0
2.432681,-9.086591,0,0
2.433598,-9.088368,0,0
2.434515,-9.090146,0,0
2.435432,-9.091923,0,0
2.436349,-9.0937,0,0
2.437266,-9.095478,0,0
2.438184,-9.097255,0,0
2.439101,-9.099032,0,0
2.440018,-9.10081,0,0
2.440935,-9.102587,0,0
2.441852,-9.104364,0,0
2.442769,-9.106142,0,0
2.443686,-9.107919,0,0
2.444603,-9.109696,0,0
2.44552,-9.111474,0,0
2.446438,-9.113251,0,0
2.447355,-9.115028,0,0
2.448272,-9.116806,0,0
2.449189,-9.118583,0,0
2.450106,-9.12036,0,0
2.451023,-9.122138,0,0
2.45194,-9.123915,0,0
2.452857,-9.125692,0,0
2.453774,-9.12747,0,0
2.454691,-9.129247,0,0
2.455609,-9.131024,0,0
2.456526,-9.132802,0,0
2.457443,-9.134579,0,0
2.45836,-9.136356,0,0
2.459277,-9.138134,0,0
2.460194,-9.139911,0,0
2.461111,-9.141688,0,0
2.462028,-9.143466,0,0
2.462945,-9.145243,0,0
2.463863,-9.14702,0,0
2.46478,-9.148798,0,0
2.465697,-9.150575,0,0
2.466614,-9.152352,0,0
2.467531,-9.15413,0,0
2.468448,-9.155907,0,0
2.469365,-9.157684,0,0
2.470282,-9.159462,0,0
