2.365506,-9.012894,0.427678,-0.183079
2.347469,-9.006568,0.428253,-0.242666
2.387787,-9.045786,0.425617,-4.086041
2.353835,-9.006568,0.428493,-0.666398
2.35914,-9.007834,0.429451,0.300239
2.346408,-9.006568,0.429499,-1.212614
2.353835,-9.010364,0.429308,-0.19301
2.368689,-9.014159,0.429116,-0.543913
2.360201,-9.020484,0.429499,-0.649846
2.353835,-9.004038,0.429835,0.604796
2.367628,-9.025545,0.429116,0.531967
2.358079,-9.002773,0.43017,0.015545
2.362323,-9.025545,0.429451,0.277066
2.377177,-9.0344,0.429499,-0.944471
2.371872,-9.045786,0.429739,0.128098
2.366567,-9.040726,0.429547,-0.573706
2.357018,-9.028075,0.429643,-0.815366
2.38036,-9.016689,0.430745,0.816662
2.388848,-9.054641,0.428301,-0.087078
2.387787,-9.049581,0.429931,-0.35522
2.366567,-9.028075,0.43065,-0.328737
2.36975,-9.045786,0.430458,-0.904747
2.363384,-9.028075,0.430889,-0.070526
2.373994,-9.040726,0.430889,-0.411497
2.383543,-9.049581,0.430937,0.571692
2.381421,-9.043256,0.43065,-0.345289
2.384604,-9.064762,0.431129,0.068511
2.372933,-9.035665,0.431225,-1.129854
2.372933,-9.055907,0.430793,-0.285702
2.381421,-9.052111,0.431177,-0.070526
2.377177,-9.067292,0.430362,-1.109991
2.389909,-9.068557,0.430841,0.240652
2.392031,-9.063497,0.431368,-0.487636
2.389909,-9.083738,0.43065,-0.699502
2.392031,-9.076148,0.430697,0.565071
2.34853,-9.03187,0.432519,-3.771553
2.387787,-9.081208,0.431177,0.578313
2.38036,-9.064762,0.4318,-0.474394
2.400518,-9.071087,0.431177,-0.341978
2.388848,-9.077413,0.431273,0.234031
2.376116,-9.059702,0.433046,-0.265839
2.40264,-9.076148,0.431992,-0.245977
2.379299,-9.073618,0.432279,0.31017
2.395213,-9.071087,0.432663,-0.481015
2.399457,-9.074883,0.4318,0.286998
2.394153,-9.078678,0.432231,-0.500878
2.404762,-9.091329,0.432279,-1.0173
2.395213,-9.096389,0.432567,-0.10694
2.400518,-9.093859,0.432615,-0.894815
2.389909,-9.091329,0.432567,-0.143354
2.394153,-9.082473,0.433286,-0.692881
2.415372,-9.100184,0.431848,-0.487636
2.415372,-9.1141,0.432567,0.270446
2.405823,-9.090064,0.433717,-0.047353
2.429165,-9.131811,0.431608,-0.212873
2.385665,-9.079943,0.433717,0.671004
2.401579,-9.102714,0.432615,-0.706123
2.412189,-9.117895,0.432615,0.479001
2.40264,-9.096389,0.433765,-0.007628
2.416433,-9.128016,0.432327,-0.941161
2.406884,-9.10651,0.433333,0.257204
2.406884,-9.10904,0.433813,-0.279081
2.335798,-9.035665,0.435538,1.637641
2.407945,-9.101449,0.434196,0.323412
2.412189,-9.107775,0.433861,-0.381703
2.417494,-9.117895,0.433429,-0.457842
2.412189,-9.122956,0.43434,-0.26915
2.575583,-9.27856,0.427534,-8.154523
2.416433,-9.115365,0.434436,0.316791
2.420677,-9.120426,0.434532,0.14465
2.418555,-9.136872,0.433909,0.31017
2.410067,-9.11663,0.434771,-0.02749
2.382482,-9.097654,0.436401,-12.024381
2.438714,-9.139402,0.433669,0.005614
2.41325,-9.124221,0.435203,-0.10694
2.418555,-9.139402,0.434675,-0.577017
2.418555,-9.115365,0.435059,0.210858
2.479032,-9.212776,0.431656,-6.121938
2.428104,-9.134341,0.434723,-0.788883
2.418555,-9.136872,0.434388,0.320102
2.436592,-9.141932,0.434771,-1.0173
2.430226,-9.162173,0.434532,-0.199631
2.386726,-9.091329,0.436928,-4.440254
2.425982,-9.155848,0.435299,-0.325426
2.417494,-9.145727,0.435442,0.442586
2.432348,-9.143197,0.435011,-0.613431
2.435531,-9.160908,0.435011,0.071822
2.436592,-9.163438,0.43458,0.545209
